country,year,energy_type,production_gwh,installed_capacity_mw,investments_usd,population,gdp,energy_consumption,energy_exports,energy_imports,co2_emissions,renewable_energy_jobs,government_policies,r&d_expenditure,renewable_energy_targets,average_annual_temperature,annual_rainfall,solar_irradiance,wind_speed,hydro_potential,geothermal_potential,biomass_availability,energy_storage_capacity,grid_integration_capability,electricity_prices,energy_subsidies,international_aid_for_renewables,public_awareness,energy_efficiency_programs,urbanization_rate,industrialization_rate,energy_market_liberalization,renewable_energy_patents,educational_level,technology_transfer_agreements,renewable_energy_education_programs,local_manufacturing_capacity,import_tariffs_on_energy_equipment,export_incentives_for_energy_equipment,natural_disasters,political_stability,corruption_perception_index,regulatory_quality,rule_of_law,control_of_corruption,economic_freedom_index,ease_of_doing_business,innovation_index,number_of_research_institutions,number_of_renewable_energy_conferences,number_of_renewable_energy_publications,energy_sector_workforce,proportion_of_energy_from_renewables,public-private_partnerships_in_energy,regional_renewable_energy_cooperation
France,2018,Solar,6542.456875,8615.132828,8142536820,699358513,1.85955E+14,579076.4035,74514.9053,70114.1306,357941.4445,111572,0,7336161208,0,22.42616938,973.985269,254.4256031,12.18730393,66.57567863,71.85340585,8.353136074,196.5599234,0.605541508,0.12590029,842671888.5,245546609.9,4.84203165,0,63.62140854,30.41664327,0,568,9.514826827,1,1,13.12299067,44.66864964,79.89045539,1,7.855250108,9.206126914,2.210290441,4.295469498,2.745562312,57.87544284,80.58875844,81.25846901,455,39,9561,749699,5.410017106,1,1
Japan,2022,Biomass,27138.6225,14832.01471,4808281674,1344343655,1.22139E+14,415954.5184,95337.35559,63229.94725,22332.074,618338,0,9944623804,0,-1.560757417,1080.981248,168.2388001,11.47935762,87.79809469,93.80404255,13.11677819,442.0980125,0.570235711,0.135151398,997538353.1,621240501.4,5.466629515,0,37.60662589,5.536127605,1,955,9.860668877,1,0,53.77418405,61.19312336,87.26342744,1,5.257268522,6.76529951,3.648026977,6.187816822,1.556727722,69.83236221,98.97648163,79.86499873,415,95,1780,382933,28.73168117,0,1
Brazil,2023,Solar,32625.91926,21359.99402,5192008995,153667830,1.57778E+14,204060.9676,86927.77506,45500.73235,602622.7429,312152,1,1794778309,0,0.776496538,1304.823731,118.3124005,8.459343601,56.53411655,16.09595963,51.34092852,265.0717593,0.773986224,0.128870074,822858325.7,436682158.1,2.507182039,0,3.449468292,26.63312916,0,335,6.682957066,1,1,49.16230838,63.15250029,89.68846774,0,8.721612717,8.987092659,3.985683334,4.002086991,8.871338142,47.11101186,77.33737687,18.53672286,864,51,2038,836593,45.01955806,0,0
Japan,2005,Wind,88611.4105,1844.486172,7757042810,493560418,1.39375E+14,345031.0312,83428.1524,34732.33269,253643.5974,389846,1,2027835241,0,35.45777457,1284.051254,230.9697296,14.18678144,59.0675863,58.40470301,66.32367571,823.5237533,0.299285487,0.471786076,706948918.1,867579654,9.241968902,0,62.03710443,85.29169345,1,102,4.736365154,1,0,64.76398527,21.54206951,90.95501529,0,6.150376993,1.586775712,8.009332703,7.706347417,5.023087345,68.12003892,58.3481467,62.38165527,283,5,3452,777844,49.8836658,0,1
Japan,2020,Hydro,92087.57283,19929.6945,1013757667,268007034,1.45476E+14,725265.9854,2996.7062,21883.54616,65430.56163,952058,1,2383755472,0,3.753458636,2389.02787,140.8939326,7.640692888,55.49773372,60.39891558,98.93946408,733.6755066,0.561289945,0.261049867,799770318,366744081.1,4.259529201,1,18.47149544,83.46381881,1,633,4.499479111,0,0,76.96573301,1.250312327,50.57460085,1,0.011170478,7.420519168,9.629039783,8.585196176,2.471063902,12.33563026,38.38636368,55.62473958,795,16,9095,410842,66.79951515,1,1
Russia,2010,Biomass,63588.26591,37100.76643,6595535806,773392841,1.7664E+14,621706.372,77224.48299,88526.01473,124713.3198,190355,1,4209750663,0,33.25537575,2638.706879,219.0723353,4.9720244,49.1965423,30.83821911,91.48418884,764.8929923,0.511071816,0.261459386,31549009.58,354225599.8,9.133133151,0,8.953447794,40.13710227,1,703,1.307640069,0,0,6.914583833,79.55956216,53.27782857,0,2.764497289,8.404137402,9.024770472,1.999444091,7.668730195,48.98744441,59.60245846,42.80912366,669,91,4616,138972,19.79566896,1,1
Brazil,2003,Geothermal,82813.24526,47693.02052,2257208379,996555361,1.56808E+14,32428.20364,47426.41587,35506.79156,91296.98597,706968,0,4585594154,0,25.81282152,2421.565963,108.269404,5.91260254,52.67870151,80.51123436,65.75535802,390.1660231,0.203461802,0.409016335,365476646.4,882504392.5,1.182678032,1,14.5133717,20.24765104,1,120,1.29846647,0,1,88.55891428,50.45668071,16.94684056,0,9.524938209,3.657331961,5.823218344,3.794480813,1.459552597,68.37321059,7.377402614,47.9381472,528,55,6371,372638,54.5404598,1,0
Brazil,2019,Wind,87601.38582,29204.01238,3436930924,974961934,8.30037E+13,221042.9292,64156.38941,79657.6439,324393.7732,434257,1,520208323.8,1,-7.692289889,124.7445718,246.4803008,8.197739409,71.22833979,66.27520427,61.87106835,393.0253656,0.209877529,0.308472361,611725866.7,283511980.9,8.45319307,1,9.304255669,21.00486153,0,166,1.201250559,1,1,24.24988013,83.48016608,29.2034517,1,7.618762476,3.532706949,9.920702441,6.911246101,8.109119939,48.94331147,49.85932746,77.92459038,967,76,9998,933614,90.92052161,1,0
China,2018,Hydro,69084.59581,22418.1237,5768845575,94529311,3.47444E+13,272844.2623,17732.75035,12630.17166,515916.4658,742678,1,8074551187,0,24.5532175,576.1675172,176.1472336,14.5309792,84.99978419,43.24057433,8.701762215,104.192569,0.777791062,0.237488336,708036461.2,435577370.9,4.756247813,0,87.95351866,79.11844519,1,571,3.092636838,1,1,92.03298399,19.52075583,42.52843966,1,1.796688578,9.156641164,2.684042921,4.776322893,1.928153822,91.97965286,35.59271802,36.26861935,566,42,6496,951739,59.17093908,0,0
USA,2003,Hydro,57532.61494,10890.49147,6657776131,79064682,1.64294E+14,540907.504,17252.7278,82415.06335,762303.3555,8487,0,554214308.3,0,5.813622445,2337.581499,234.2994592,11.22132803,92.79424855,56.87961184,71.88541508,808.4864605,0.35781589,0.443112835,988123713.4,555244895.5,8.7056877,0,59.75853778,45.5825051,0,928,2.461953779,0,0,17.44717634,35.68690686,33.23332744,1,4.753222143,6.290550108,9.176612384,5.384013016,0.244696298,2.929236324,51.45215929,37.38924399,92,38,1985,743128,71.47130578,0,0
Australia,2005,Hydro,73151.08498,5083.825946,2576953759,1438064620,2.03484E+13,714957.762,75439.46733,41882.13665,897593.1441,823959,0,9359507496,1,12.70471926,588.3275033,111.1708936,0.946438556,9.477688327,1.46666628,91.54276718,255.6525542,0.608915926,0.136602971,953941680.1,931656559.1,0.721284093,0,52.50214054,14.20522397,1,469,0.726407851,1,0,74.17721132,31.80183417,69.08028376,1,9.733883065,4.349897827,4.578184421,7.944571248,1.101269551,40.40825908,27.36721977,72.19938524,79,88,9468,553455,81.78556445,1,0
USA,2005,Wind,9629.802036,17281.92362,2065625146,747545990,7.9172E+13,487522.8307,70800.08019,17213.99272,694710.0129,936661,1,2174412918,0,26.20381837,814.9643289,252.3061153,14.96333653,83.89338092,10.63810584,8.276298951,830.6260808,0.504279775,0.442975191,84553190.35,116127444.8,0.867403176,1,87.18752073,31.50867499,1,834,4.391291038,0,1,20.57045624,51.56000907,98.87969951,0,4.941269159,1.726873654,9.047714097,9.050434329,6.546806967,84.24348128,31.60659667,19.20895393,793,91,4079,583403,24.34332722,0,0
Russia,2009,Wind,37723.26785,19520.44685,2325359702,50180692,3.10878E+13,809682.7589,24802.59593,76138.00393,390239.8532,678770,0,1300510969,0,39.43326876,400.4610028,147.5937821,3.049710117,96.41678644,30.12378207,12.10589016,58.60917055,0.106954593,0.117420415,905896769,863690628.2,5.793697536,1,68.84499213,97.81188054,1,943,2.2268286,0,0,65.89577626,29.52200811,75.70355077,0,2.27334007,8.273962963,8.396964553,7.079178273,7.683785497,96.30540819,18.81246025,9.016023623,497,45,3281,557575,31.43990514,1,0
Australia,2016,Hydro,61594.51986,48167.81887,9844826725,229562493,1.49235E+14,111826.6858,79433.68208,58363.61627,392034.4157,330324,0,8268598297,1,33.78118876,2207.983962,130.2740163,2.701023219,76.4524124,9.912974142,9.898254588,829.2304395,0.89868448,0.409831562,273200116.3,812636350,3.712347088,1,69.73145098,20.71916148,1,649,3.95360155,0,1,49.9364287,15.70059299,55.27193849,1,0.412793566,5.268219611,3.472994305,3.783926115,8.640330488,36.60897925,91.63751844,49.99637365,70,5,9108,955710,15.67882164,0,0
Japan,2013,Wind,80305.59344,15949.11346,2786754505,967650979,7.36041E+12,485095.4562,53101.8235,74922.87607,188384.6504,505890,0,4174693634,1,23.09700715,2886.258865,292.8239383,5.485620059,77.35947842,28.52040754,58.31689157,994.8967731,0.377965843,0.37679755,615308695.4,785835058.5,5.629992668,0,12.3819198,98.84030741,0,21,9.162056064,0,1,86.41496312,29.18948999,66.74612418,0,5.411238247,7.05240064,1.373168597,7.026635756,7.837571705,41.62727919,71.3518365,76.866817,205,25,1242,52994,20.89376814,1,0
India,2008,Wind,52477.70284,41892.94175,5196187507,835768396,9.77459E+13,534623.9246,49596.92933,62480.72536,336126.7219,422820,0,8419811435,0,13.72902824,2774.538117,244.3646553,0.050978474,78.63607489,44.36417979,62.77533134,989.8976889,0.84542241,0.394850362,571311017.4,816132155.1,5.406429487,0,2.147085683,72.289204,1,960,2.114879649,0,1,83.99818357,71.62498575,4.492500612,1,9.432284474,5.305010814,5.739889754,3.490814338,4.944019686,97.61182848,34.03840168,58.16580281,580,46,9854,319615,33.63880815,1,0
USA,2013,Solar,24815.23907,44967.93868,815039810.6,875152507,1.22345E+14,476541.6109,38799.31385,20032.89944,798620.1336,483876,0,1694041686,1,6.786574214,1921.557235,268.6445403,5.748892068,51.14667575,38.30197029,23.72149387,102.2578377,0.028545388,0.221148721,587089496.1,662766602,1.988893621,1,25.00080223,20.75003921,0,982,0.269808159,0,0,19.62584084,73.43519086,89.5461632,0,2.780502203,7.392636183,2.478540956,0.141734765,0.895822482,22.07257492,11.32980056,38.85873113,187,68,3516,335748,90.36198269,0,1
Japan,2009,Solar,59636.45065,24106.96747,4187155945,1168790758,1.64397E+14,194707.9123,7156.79852,8654.832514,578770.7955,144339,0,9377520512,1,18.96921895,2008.135469,238.22367,10.39424364,58.18620679,38.15112272,56.00516774,982.5320939,0.341831676,0.330938728,701488086.4,545723495,7.175988995,1,22.7834296,34.45047444,1,576,8.4436603,0,0,61.96435474,11.4375435,60.29517484,1,2.390362135,5.160796221,8.878591803,4.09306477,5.974229222,10.27133296,36.89245956,56.54342086,750,7,5846,433230,63.78418316,0,0
France,2000,Solar,87863.35895,5339.199101,9283604250,276459283,9.76574E+13,231920.4788,1530.262044,13194.69324,192560.3238,829204,0,2780158371,0,2.2210197,1463.351267,163.7274144,9.223736377,71.06435154,36.47850092,22.13988281,634.6408075,0.669164873,0.449883311,387380657.6,213963294,9.166058379,1,42.25741563,51.46089353,1,502,5.502968644,1,0,22.67194684,81.22169918,67.13033313,0,4.911224491,4.348760079,6.206808373,2.768562988,7.105878055,48.47795059,16.86647999,56.22433471,870,46,4397,170701,99.72767444,1,1
Japan,2001,Wind,69975.07543,41354.75613,5310018863,756452742,3.13362E+13,423477.199,16865.55919,41324.95808,947266.3143,876167,0,9405341727,1,10.81493922,2802.572395,285.0952139,12.84256827,83.00280351,41.1265255,72.04491517,103.7476829,0.063358854,0.122034329,896307837.7,38872974.84,9.588851315,1,34.2782872,38.93617711,1,962,2.116705821,1,1,56.07155839,26.11014094,63.19917682,0,3.215456233,2.26259273,5.575050061,8.707280383,8.100734264,53.99905574,23.59095738,36.87079034,362,99,6237,735275,30.71834488,0,0
Russia,2000,Solar,33451.4774,5745.137279,6288311237,507984510,8.96443E+13,757282.4034,19439.63364,49286.35557,522414.6882,251754,1,4410639073,0,20.31175376,2085.970138,161.8346473,13.7536444,5.453502328,89.11754189,70.71114055,625.0236951,0.632467215,0.405777472,814532894.9,525032085.9,6.843452326,0,31.27020153,88.09746461,0,758,3.244960441,0,0,36.61920557,90.493512,65.1799819,1,2.324013862,1.596793563,2.837282891,7.883418292,6.250054931,82.72864449,80.45827176,79.74779217,102,9,5127,981274,57.27246065,1,0
USA,2021,Geothermal,67051.99998,36174.40485,4129635161,1136337468,1.31195E+14,757177.5924,10164.94019,78985.97008,472364.1965,657184,1,658452655.6,1,27.11359228,975.0252115,282.621637,12.43770898,61.5408199,50.89898224,34.55584453,168.6695532,0.800690799,0.209942454,807279502.9,91875838.76,5.443938787,0,9.393840956,33.28430166,1,415,2.77954559,0,1,65.17644646,96.67156204,79.78346254,0,4.425880924,7.14893022,4.31219133,1.401194212,4.229180119,12.24824384,24.02539761,18.55478352,648,53,3970,289429,83.92080258,1,1
Australia,2018,Hydro,14189.0113,22826.87929,8102407668,745198594,5.47918E+11,735457.0196,13998.05812,37399.93508,542320.4864,728040,1,6178501026,1,10.88706442,200.2061419,141.9955957,11.83615534,55.5068823,42.95268792,93.98781673,503.9168579,0.780020721,0.353339815,546856884.7,228887956.9,4.181217288,0,49.09451125,23.58725757,1,206,0.632007762,1,0,32.82091049,58.05402819,48.36121781,0,8.10104839,1.809948264,7.741815096,1.648597485,8.630216999,70.94019531,12.0733398,72.93664488,125,16,7830,856420,74.25367813,0,0
India,2010,Geothermal,70115.87378,27800.87101,14017448.84,489752261,1.84271E+14,337588.1969,93946.59506,73037.82725,171710.1723,163981,1,4126406075,1,39.46793629,2178.273724,137.3126493,11.97716267,26.78006615,91.16811179,59.79412012,729.0220048,0.12785451,0.47053269,472110410.3,475316935.4,1.393545776,0,73.17640478,34.00811495,0,540,7.108629119,0,1,91.01796678,47.81700224,39.74262564,1,5.317573073,2.302883032,5.452059633,9.625705482,0.649620428,72.70504319,32.10980059,80.95696276,166,25,9025,957054,6.648768373,0,1
Japan,2022,Hydro,96338.16036,13640.22943,4533886496,359282853,4.02192E+13,885736.8877,36694.73895,95984.18634,478153.9324,544529,1,4696545342,1,14.24793059,1299.906732,137.9948551,14.70806742,63.80448687,59.00426203,46.15228516,341.0834918,0.711672994,0.201973914,329908232.1,538796115.5,8.572469392,1,9.57755204,48.08468368,0,596,0.131234112,1,1,45.86330794,54.58052679,87.65637928,1,3.512893989,3.395502226,6.694790344,2.366978839,2.2357667,54.39076088,56.49214098,92.76984882,982,24,6881,28781,32.98588633,0,0
Japan,2023,Biomass,23550.62365,24438.68387,4040376276,1082365573,1.38325E+13,897198.1911,99553.81362,72029.94748,245494.3006,447904,1,7604981184,1,18.58842959,1860.012457,229.2166183,0.940596016,11.84376847,56.7124102,90.07773407,277.1511037,0.208076844,0.355875754,757896667.4,158008580.6,1.321229202,1,93.85032329,78.84879882,0,675,1.424146577,1,0,81.23603574,2.807856062,25.41086376,0,2.103486558,5.318017566,8.490584237,9.803883187,0.725258538,93.27979084,14.50692913,21.87467659,263,67,9867,860105,12.09322629,1,1
China,2000,Wind,24163.35942,48966.03368,941177182.8,951511721,1.64899E+14,954456.0704,45932.68964,5167.511537,696344.5551,461713,1,3323342464,0,21.87486129,922.8204057,146.2917888,2.291744271,10.47900011,89.16516006,51.75593631,476.5379373,0.469616028,0.476254531,692379001.7,371697393,3.215998208,1,80.40226388,76.39323237,1,174,4.595151851,0,0,30.06575028,74.44411742,23.76656513,0,4.200286994,7.78138593,2.35355333,6.08598189,5.354686393,19.41506905,45.75248749,47.99775244,305,61,2355,808694,0.268578742,0,1
Australia,2020,Hydro,94445.94068,22767.26334,9336505358,1000653085,1.97374E+14,589447.2841,58785.38581,16980.5015,327932.5679,804710,0,9995227485,1,21.50365731,2920.38714,125.8567878,5.888987582,9.883935589,51.97695629,92.1985305,973.0559219,0.473027959,0.118274277,294816012.9,939473628.9,9.210793058,0,87.78035977,46.40932393,1,849,4.539270173,0,1,68.25932654,55.36712298,87.74133639,1,4.327694406,1.616039414,6.099425283,0.268968986,6.878306029,96.99773836,9.024593744,63.96588963,120,85,9576,19945,85.66517192,1,0
India,2011,Hydro,80874.68063,24341.93755,7594882495,1362749900,5.92404E+13,473046.2975,47468.37683,74450.26435,706555.4949,780258,0,2122852256,0,24.42368421,2608.403542,184.4133556,3.601569761,28.40939419,98.40667633,49.78009071,904.5762032,0.814105379,0.414898233,792460301.1,736417996,6.00672336,0,66.25339699,61.80540397,1,820,6.738034532,0,1,52.66763315,97.30915501,30.44919974,1,7.16313337,9.404812239,0.010550793,2.820143654,1.711518324,94.1362032,38.45533924,46.96219702,856,79,9754,933452,63.72411925,0,1
USA,2008,Geothermal,58761.36985,2692.236081,4109558029,1043157205,1.49471E+13,640095.3614,61495.61906,51060.1039,20225.61416,876939,1,1726755239,1,24.57337363,2478.474109,113.0730849,2.2413498,1.77525638,16.31586762,43.50484424,66.8754547,0.421494972,0.442969001,715819558.7,551381150.6,5.326927127,1,4.897171305,67.6110012,0,708,4.99595124,0,0,68.58259605,51.84020955,40.18628252,1,2.270585795,9.640551828,3.808589805,8.884351385,3.563083776,49.09630022,50.69859769,45.86634122,971,73,2234,949814,78.00469308,0,0
France,2007,Biomass,85058.08869,48864.03435,8328534797,475274775,1.33255E+14,925040.2264,33629.19601,29657.55898,827176.4357,477609,1,6327828537,0,38.35724911,1539.680809,251.1607255,14.26104822,77.02357763,58.14533789,11.22517923,127.1673173,0.080716796,0.206234764,753533992.1,801777409.9,0.633829572,1,13.66882309,12.24792751,0,508,5.952216568,1,0,51.27012861,0.91879543,51.33868557,0,2.923136173,2.402676359,4.300986254,3.113533591,4.657835289,43.42266606,27.59753866,39.49886362,908,6,3061,183939,83.67395253,1,1
USA,2015,Solar,53565.95342,10274.50442,8817541456,1418054293,1.25199E+14,705732.8287,42581.01068,81346.75662,138500.5522,92689,0,891210131.4,0,-5.52064327,1127.386042,205.9293518,1.209083526,56.03995013,54.56322065,72.98876128,726.7124368,0.438873899,0.058138911,113374084.8,4702083.137,4.361733393,1,85.24835773,88.71309068,0,22,7.47607796,1,0,8.331400345,90.8741992,63.95396234,1,9.048054026,9.025520052,9.722203028,5.478682553,1.296069961,68.88936638,43.00530171,11.104183,529,83,1077,299077,29.16556131,1,1
Canada,2014,Hydro,19666.30547,22171.7747,2985967862,16734125,3.62365E+13,75795.48111,93531.1569,37501.29954,53404.54253,237669,1,9024360232,1,6.38760992,2003.03046,257.2609743,11.53228884,84.6539404,65.1940062,2.512159158,49.30101372,0.996671419,0.069608494,979751946.7,785099590.4,6.101856996,0,61.17142272,41.61549311,0,78,3.99526892,1,1,3.635348771,15.48326251,11.21286873,0,6.162386314,4.07444746,7.07559666,0.983223561,6.64082722,79.41123476,36.66234817,40.72505798,863,1,44,715765,24.65922637,0,0
Russia,2012,Solar,97373.83326,12880.08664,8625817585,100709498,1.56099E+14,549727.9343,94496.20661,18312.14969,542760.6489,393529,1,1448364716,1,28.95901925,2857.554182,129.0606999,9.761180629,68.80291747,30.04441896,81.07646455,299.480451,0.788557187,0.314043424,108167679.6,282019776.3,4.719401977,1,92.27621896,84.34763917,0,120,4.37935905,0,0,28.3765178,39.56233979,28.01250808,1,1.838365411,6.631177807,0.564593204,8.217570893,5.223303271,56.11438074,97.89428642,14.71365513,897,78,2617,886530,11.18527491,1,1
Japan,2001,Biomass,59772.23291,44858.1209,2782366333,1347960069,7.94034E+13,934178.4443,90136.28971,6188.955861,796283.1803,848167,1,3846650806,0,10.32062203,771.1075639,204.899321,11.30187446,20.77557881,59.41875432,99.71388381,769.7499857,0.292511923,0.075930575,148528672.4,558273061.3,8.289247936,0,70.71286446,36.05492317,0,567,9.39559555,0,1,91.76751486,74.29772822,60.55426949,1,4.504870275,5.896096111,6.016281172,0.117498126,4.92469045,4.999834133,2.739435612,28.07723471,41,50,2093,866308,16.12113983,0,0
Germany,2015,Hydro,98235.83504,37357.85784,4263276149,1174178626,1.38651E+14,158141.9562,34964.13838,66178.84618,156932.634,722161,1,2499734432,1,20.93246708,2950.056595,187.0594319,7.581506328,28.40941525,20.04570874,28.94871232,161.5978928,0.510116389,0.268987919,339522870.9,666962709.7,3.263737448,0,39.60736208,51.9527663,1,286,0.876118911,0,0,55.39835904,45.99752374,49.97734887,0,7.455756247,3.389526447,6.324482322,7.342857998,4.115257667,27.40775938,24.01297089,21.99409457,49,6,2156,560705,5.014798661,0,1
Brazil,2013,Biomass,95657.62059,10356.08071,7433758123,1219694109,1.3195E+14,713121.6842,12967.79884,59760.59027,649198.689,547513,1,2959844616,0,35.19562203,290.0947601,273.9133255,8.983693642,42.96032259,65.98627166,78.73056261,223.7169732,0.465692157,0.449454346,427981778.4,505209492.7,1.982532235,1,28.38543043,79.95521195,0,913,3.628991493,1,0,56.45724138,40.30859509,99.19892723,1,4.728902368,1.546060228,0.58234447,1.755195534,0.67745523,21.23770233,80.79185965,94.16240316,629,40,2499,364478,72.31215817,0,0
Germany,2013,Hydro,32682.51917,42870.4841,3850555549,95221225,1.68529E+14,76083.18681,38287.40752,8412.577788,649916.0506,162165,0,3543981813,0,14.59822856,1458.321417,279.5037457,11.91636411,48.3979588,81.39080669,9.028557608,864.0879274,0.140549446,0.366733769,602587282.7,442113430.1,8.479066085,0,39.05883062,35.67625364,0,507,9.885652727,0,1,5.924373126,47.73127318,6.747667881,1,6.664352834,4.274909641,4.453262545,0.95656711,8.148227717,72.85564188,63.58278883,64.79252055,648,79,5019,197354,9.995268528,1,0
